Review,Liked,cleaned
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,1,continue come lady night andddd date night highly recommend place anyone area
"I have been here several times in the past, and the experience has always been great.",1,several time past experience always great
We walked away stuffed and happy about our first Vegas buffet experience.,1,walked away stuffed happy first vega buffet experience
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,service excellent price pretty reasonable considering vega located inside crystal shopping mall aria
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,summarize food incredible nay transcendant nothing brings joy quite like memory pneumatic condiment dispenser
I'm probably one of the few people to ever go to Ians and not like it.,0,probably one people ever go ians not like
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,kid pizza always hit lot great side dish option kiddos
Service is perfect and the family atmosphere is nice to see.,1,service perfect family atmosphere nice see
Cooked to perfection and the service was impeccable.,1,cooked perfection service impeccable
This one is simply a disappointment.,0,one simply disappointment
"Overall, I was very disappointed with the quality of food at Bouchon.",0,overall disappointed quality food bouchon
I don't have to be an accountant to know I'm getting screwed!,0,not accountant know getting screwed
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,great place eat reminds little mom pop shop san francisco bay area
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,today first taste buldogis gourmet hot dog tell ever thought possible
Left very frustrated.,0,left frustrated
I'll definitely be in soon again.,1,definitely soon
Food was really good and I got full petty fast.,1,food really good got full petty fast
Service was fantastic.,1,service fantastic
TOTAL WASTE OF TIME.,0,total waste time
I don't know what kind it is but they have the best iced tea.,1,not know kind best iced tea
"Come hungry, leave happy and stuffed!",1,come hungry leave happy stuffed
"For service, I give them no stars.",0,service give no star
I can assure you that you won't be disappointed.,1,assure not disappointed
I can take a little bad service but the food sucks.,0,take little bad service food suck
Gave up trying to eat any of the crust (teeth still sore).,0,gave trying eat crust teeth still sore
But now I was completely grossed out.,0,completely grossed
I really enjoyed eating here.,1,really enjoyed eating
First time going but I think I will quickly become a regular.,1,first time going think quickly become regular
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,server nice even though looked little overwhelmed need stayed professional friendly end
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,dinner companion told everything fresh nice texture taste
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,ground right next table large smeared stepped tracked everywhere pile green bird poop
"Furthermore, you can't even find hours of operation on the website!",0,furthermore not even find hour operation website
We've tried to like this place but after 10+ times I think we're done with them.,0,tried like place time think done
What a mistake that was!,0,mistake
No complaints!,1,no complaint
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,seriously good pizza expert connisseur topic
Waiter was a jerk.,0,waiter jerk
"Strike 2, who wants to be rushed.",0,strike want rushed
These are the nicest restaurant owners I've ever come across.,1,nicest restaurant owner ever come across
I never come again.,0,never come
We loved the biscuits!!!,1,loved biscuit
Service is quick and friendly.,1,service quick friendly
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,ordered appetizer took minute pizza another minute
So absolutley fantastic.,1,absolutley fantastic
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,huge awkward lb piece cow th gristle fat
definitely will come back here again.,1,definitely come back
I like Steiners because it's dark and it feels like a bar.,1,like steiner dark feel like bar
Wow very spicy but delicious.,1,wow spicy delicious
"If you're not familiar, check it out.",1,not familiar check
I'll take my business dinner dollars elsewhere.,0,take business dinner dollar elsewhere
I'd love to go back.,1,love go back
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,anyway f restaurant wonderful breakfast lunch
Nothing special.,0,nothing special
Each day of the week they have a different deal and it's all so delicious!,1,day week different deal delicious
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,not mention combination pear almond bacon big winner
Will not be back.,0,not back
Sauce was tasteless.,0,sauce tasteless
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,food delicious spicy enough sure ask spicier prefer way
My ribeye steak was cooked perfectly and had great mesquite flavor.,1,ribeye steak cooked perfectly great mesquite flavor
I don't think we'll be going back anytime soon.,0,not think going back anytime soon
Food was so gooodd.,1,food gooodd
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,far sushi connoisseur definitely tell difference good food bad food certainly bad food
I was so insulted.,0,insulted
The last 3 times I had lunch here has been bad.,0,last time lunch bad
The chicken wings contained the driest chicken meat I have ever eaten.,0,chicken wing contained driest chicken meat ever eaten
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,food good enjoyed every mouthful enjoyable relaxed venue couple small family group etc
Nargile - I think you are great.,1,nargile think great
Best tater tots in the southwest.,1,best tater tot southwest
We loved the place.,1,loved place
Definitely not worth the $3 I paid.,0,definitely not worth paid
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,vanilla ice cream creamy smooth profiterole chou pastry fresh enough
Im in AZ all the time and now have my new spot.,1,im az time new spot
The manager was the worst.,0,manager worst
The inside is really quite nice and very clean.,1,inside really quite nice clean
The food was outstanding and the prices were very reasonable.,1,food outstanding price reasonable
I don't think I'll be running back to Carly's anytime soon for food.,0,not think running back carly anytime soon food
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,due fact took minute acknowledged another minute get food kept forgetting thing
"Love the margaritas, too!",1,love margarita
This was my first and only Vegas buffet and it did not disappoint.,1,first vega buffet not disappoint
"Very good, though!",1,good though
The one down note is the ventilation could use some upgrading.,0,one note ventilation could use upgrading
Great pork sandwich.,1,great pork sandwich
Don't waste your time here.,0,not waste time
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,total letdown would much rather go camelback flower shop cartel coffee
"Third, the cheese on my friend's burger was cold.",0,third cheese friend burger cold
We enjoy their pizza and brunch.,1,enjoy pizza brunch
The steaks are all well trimmed and also perfectly cooked.,1,steak well trimmed also perfectly cooked
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,group claimed would handled u beautifully
I LOVED it!,1,loved
We asked for the bill to leave without eating and they didn't bring that either.,0,asked bill leave without eating not bring either
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,place jewel la vega exactly hoping find nearly ten year living
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,seafood limited boiled shrimp crab leg crab leg definitely not taste fresh
The selection of food was not the best.,0,selection food not best
Delicious and I will absolutely be back!,1,delicious absolutely back
"This isn't a small family restaurant, this is a fine dining establishment.",1,not small family restaurant fine dining establishment
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,toro tartare cavier extraordinary liked thinly sliced wagyu white truffle
I dont think I will be back for a very long time.,0,dont think back long time
"It was attached to a gas station, and that is rarely a good sign.",0,attached gas station rarely good sign
How awesome is that.,1,awesome
I will be back many times soon.,1,back many time soon
The menu had so much good stuff on it i could not decide!,1,menu much good stuff could not decide
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,worse humiliated worker right front bunch horrible name calling
CONCLUSION: Very filling meals.,1,conclusion filling meal
Their daily specials are always a hit with my group.,1,daily special always hit group
And then tragedy struck.,0,tragedy struck
The pancake was also really good and pretty large at that.,1,pancake also really good pretty large
"This was my first crawfish experience, and it was delicious!",1,first crawfish experience delicious
Their monster chicken fried steak and eggs is my all time favorite.,1,monster chicken fried steak egg time favorite
Waitress was sweet and funny.,1,waitress sweet funny
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,also taste mom multi grain pumpkin pancake pecan butter amazing fluffy delicious
"I'd rather eat airline food, seriously.",0,rather eat airline food seriously
Cant say enough good things about this place.,1,cant say enough good thing place
The ambiance was incredible.,1,ambiance incredible
The waitress and manager are so friendly.,1,waitress manager friendly
I would not recommend this place.,0,would not recommend place
Overall I wasn't very impressed with Noca.,0,overall not impressed noca
My gyro was basically lettuce only.,0,gyro basically lettuce
Terrible service!,0,terrible service
Thoroughly disappointed!,0,thoroughly disappointed
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,not much pasta love homemade hand made pasta thin pizza
"Give it a try, you will be happy you did.",1,give try happy
By far the BEST cheesecurds we have ever had!,1,far best cheesecurds ever
Reasonably priced also!,1,reasonably priced also
Everything was perfect the night we were in.,1,everything perfect night
The food is very good for your typical bar food.,1,food good typical bar food
it was a drive to get there.,0,drive get
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,first glance lovely bakery cafe nice ambiance clean friendly staff
"Anyway, I do not think i will go back there.",0,anyway not think go back
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,point finger item menu order not disappointed
"Oh this is such a thing of beauty, this restaurant.",1,oh thing beauty restaurant
If you haven't gone here GO NOW!,1,not gone go
"A greasy, unhealthy meal.",0,greasy unhealthy meal
first time there and might just be the last.,0,first time might last
Those burgers were amazing.,1,burger amazing
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,similarly delivery man not say word apology food minute late
And it was way to expensive.,0,way expensive
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,sure order dessert even need pack go tiramisu cannoli die
This was my first time and I can't wait until the next.,1,first time not wait next
The bartender was also nice.,1,bartender also nice
Everything was good and tasty!,1,everything good tasty
This place is two thumbs up....way up.,1,place two thumb way
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,best place vega breakfast check sat sun
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,love authentic mexican food want whole bunch interesting yet delicious meat choose need try place
Terrible management.,0,terrible management
An excellent new restaurant by an experienced Frenchman.,1,excellent new restaurant experienced frenchman
If there were zero stars I would give it zero stars.,0,zero star would give zero star
"Great steak, great sides, great wine, amazing desserts.",1,great steak great side great wine amazing dessert
Worst martini ever!,0,worst martini ever
The steak and the shrimp are in my opinion the best entrees at GC.,1,steak shrimp opinion best entree gc
I had the opportunity today to sample your amazing pizzas!,1,opportunity today sample amazing pizza
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,waited thirty minute seated although vacant table folk waiting
The yellowtail carpaccio was melt in your mouth fresh.,1,yellowtail carpaccio melt mouth fresh
I won't try going back there even if it's empty.,0,not try going back even empty
"No, I'm going to eat the potato that I found some strangers hair in it.",0,no going eat potato found stranger hair
Just spicy enough.. Perfect actually.,1,spicy enough perfect actually
Last night was my second time dining here and I was so happy I decided to go back!,1,last night second time dining happy decided go back
"not even a ""hello, we will be right with you.""",0,not even hello right
The desserts were a bit strange.,0,dessert bit strange
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,boyfriend came first time recent trip vega could not pleased quality food service
"I really do recommend this place, you can go wrong with this donut place!",1,really recommend place go wrong donut place
Nice ambiance.,1,nice ambiance
I would recommend saving room for this!,1,would recommend saving room
I guess maybe we went on an off night but it was disgraceful.,0,guess maybe went night disgraceful
"However, my recent experience at this particular location was not so good.",0,however recent experience particular location not good
"I know this is not like the other restaurants at all, something is very off here!",0,know not like restaurant something
AVOID THIS ESTABLISHMENT!,0,avoid establishment
I think this restaurant suffers from not trying hard enough.,0,think restaurant suffers not trying hard enough
All of the tapas dishes were delicious!,1,tapa dish delicious
I *heart* this place.,1,heart place
My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,salad bland vinegrette baby green heart palm
After two I felt disgusting.,0,two felt disgusting
A good time!,1,good time
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,believe place great stop huge belly hankering sushi
Generous portions and great taste.,1,generous portion great taste
I will never go back to this place and will never ever recommended this place to anyone!,0,never go back place never ever recommended place anyone
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,server went back forth several time not even much helped
Food was delicious!,1,food delicious
AN HOUR... seriously?,0,hour seriously
I consider this theft.,0,consider theft
Eew... This location needs a complete overhaul.,0,eew location need complete overhaul
We recently witnessed her poor quality of management towards other guests as well.,0,recently witnessed poor quality management towards guest well
Waited and waited and waited.,0,waited waited waited
"He also came back to check on us regularly, excellent service.",1,also came back check u regularly excellent service
Our server was super nice and checked on us many times.,1,server super nice checked u many time
"The pizza tasted old, super chewy in not a good way.",0,pizza tasted old super chewy not good way
I swung in to give them a try but was deeply disappointed.,0,swung give try deeply disappointed
Service was good and the company was better!,1,service good company better
The staff are also very friendly and efficient.,1,staff also friendly efficient
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,service fan quick served nice folk
Boy was that sucker dry!!.,0,boy sucker dry
Over rated.,0,rated
"If you look for authentic Thai food, go else where.",0,look authentic thai food go else
Their steaks are 100% recommended!,1,steak recommended
After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,pulled car waited another minute acknowledged
Great food and great service in a clean and friendly setting.,1,great food great service clean friendly setting
"All in all, I can assure you I'll be back.",1,assure back
I hate those things as much as cheap quality black olives.,0,hate thing much cheap quality black olive
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,breakfast perpared great beautiful presentation giant slice toast lightly dusted powdered sugar
The kids play area is NASTY!,0,kid play area nasty
Great place fo take out or eat in.,1,great place fo take eat
The waitress was friendly and happy to accomodate for vegan/veggie options.,1,waitress friendly happy accomodate vegan veggie option
OMG I felt like I had never eaten Thai food until this dish.,1,omg felt like never eaten thai food dish
"It was extremely ""crumby"" and pretty tasteless.",0,extremely crumby pretty tasteless
It was a pale color instead of nice and char and has NO flavor.,0,pale color instead nice char no flavor
The croutons also taste homemade which is an extra plus.,1,crouton also taste homemade extra plus
I got home to see the driest damn wings ever!,0,got home see driest damn wing ever
It'll be a regular stop on my trips to Phoenix!,1,regular stop trip phoenix
I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.,1,really enjoyed crema café expanded even told friend best breakfast
Not good for the money.,0,not good money
I miss it and wish they had one in Philadelphia!,1,miss wish one philadelphia
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,got sitting fairly fast ended waiting minute place order another minute food arrived
They also have the best cheese crisp in town.,1,also best cheese crisp town
"Good value, great food, great service.",1,good value great food great service
Couldn't ask for a more satisfying meal.,1,could not ask satisfying meal
The food is good.,1,food good
It was awesome.,1,awesome
I just wanted to leave.,0,wanted leave
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,made drive way north scottsdale not one bit disappointed
I will not be eating there again.,0,not eating
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,owner really really need quit soooooo cheap let wrap freaking sandwich two paper not one
I checked out this place a couple years ago and was not impressed.,0,checked place couple year ago not impressed
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,chicken got definitely reheated ok wedge cold soggy
"Sorry, I will not be getting food from here anytime soon :(",0,sorry not getting food anytime soon
An absolute must visit!,1,absolute must visit
The cow tongue and cheek tacos are amazing.,1,cow tongue cheek taco amazing
My friend did not like his Bloody Mary.,0,friend not like bloody mary
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,despite hard rate business actually rare give star
They really want to make your experience a good one.,1,really want make experience good one
I will not return.,0,not return
I had the chicken Pho and it tasted very bland.,0,chicken pho tasted bland
Very disappointing!!!,0,disappointing
The grilled chicken was so tender and yellow from the saffron seasoning.,1,grilled chicken tender yellow saffron seasoning
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,drive thru mean not want wait around half hour food somehow end going make u wait wait
Pretty awesome place.,1,pretty awesome place
Ambience is perfect.,1,ambience perfect
Best of luck to the rude and non-customer service focused new management.,0,best luck rude non customer service focused new management
Any grandmother can make a roasted chicken better than this one.,0,grandmother make roasted chicken better one
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,asked multiple time wine list time ignored went hostess got one
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,staff always super friendly helpful especially cool bring two small boy baby
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,four star food guy blue shirt great vibe still letting u eat
The roast beef sandwich tasted really good!,1,roast beef sandwich tasted really good
"Same evening, him and I are both drastically sick.",0,evening drastically sick
High-quality chicken on the chicken Caesar salad.,1,high quality chicken chicken caesar salad
Ordered burger rare came in we'll done.,0,ordered burger rare came done
We were promptly greeted and seated.,1,promptly greeted seated
Tried to go here for lunch and it was a madhouse.,0,tried go lunch madhouse
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,proven dead wrong sushi bar not quality great service fast food impeccable
"After waiting an hour and being seated, I was not in the greatest of moods.",0,waiting hour seated not greatest mood
This is a good joint.,1,good joint
The Macarons here are insanely good.,1,macarons insanely good
I'm not eating here!,0,not eating
"Our waiter was very attentive, friendly, and informative.",1,waiter attentive friendly informative
Maybe if they weren't cold they would have been somewhat edible.,0,maybe not cold would somewhat edible
This place has a lot of promise but fails to deliver.,0,place lot promise fails deliver
Very bad Experience!,0,bad experience
What a mistake.,0,mistake
Food was average at best.,0,food average best
Great food.,1,great food
We won't be going back anytime soon!,0,not going back anytime soon
Very Very Disappointed ordered the $35 Big Bay Plater.,0,disappointed ordered big bay plater
Great place to relax and have an awesome burger and beer.,1,great place relax awesome burger beer
It is PERFECT for a sit-down family meal or get together with a few friends.,1,perfect sit family meal get together friend
"Not much flavor to them, and very poorly constructed.",0,not much flavor poorly constructed
The patio seating was very comfortable.,1,patio seating comfortable
The fried rice was dry as well.,0,fried rice dry well
Hands down my favorite Italian restaurant!,1,hand favorite italian restaurant
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,scream legit book somethat also pretty rare vega
It was just not a fun experience.,1,not fun experience
The atmosphere was great with a lovely duo of violinists playing songs we requested.,1,atmosphere great lovely duo violinist playing song requested
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,personally love hummus pita baklava falafel baba ganoush amazing eggplant
"Very convenient, since we were staying at the MGM!",1,convenient since staying mgm
The owners are super friendly and the staff is courteous.,1,owner super friendly staff courteous
Both great!,1,great
Eclectic selection.,1,eclectic selection
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,sweet potato tot good onion ring perfection close
The staff was very attentive.,1,staff attentive
And the chef was generous with his time (even came around twice so we can take pictures with him).,1,chef generous time even came around twice take picture
"The owner used to work at Nobu, so this place is really similar for half the price.",1,owner used work nobu place really similar half price
Google mediocre and I imagine Smashburger will pop up.,0,google mediocre imagine smashburger pop
dont go here.,0,dont go
I promise they won't disappoint.,1,promise not disappoint
As a sushi lover avoid this place by all means.,0,sushi lover avoid place mean
What a great double cheeseburger!,1,great double cheeseburger
Awesome service and food.,1,awesome service food
A fantastic neighborhood gem !!!,1,fantastic neighborhood gem
I can't wait to go back.,1,not wait go back
The plantains were the worst I've ever tasted.,0,plantain worst ever tasted
It's a great place and I highly recommend it.,1,great place highly recommend
Service was slow and not attentive.,0,service slow not attentive
"I gave it 5 stars then, and I'm giving it 5 stars now.",1,gave star giving star
Your staff spends more time talking to themselves than me.,0,staff spends time talking
Dessert: Panna Cotta was amazing.,1,dessert panna cotta amazing
"Very good food, great atmosphere.1",1,good food great atmosphere
Damn good steak.,1,damn good steak
Total brunch fail.,0,total brunch fail
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,price reasonable flavor spot sauce home made slaw not drenched mayo
"The decor is nice, and the piano music soundtrack is pleasant.",1,decor nice piano music soundtrack pleasant
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,steak amazing rge fillet relleno best seafood plate ever
"Good food , good service .",1,good food good service
It was absolutely amazing.,1,absolutely amazing
"I probably won't be back, to be honest.",0,probably not back honest
will definitely be back!,1,definitely back
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,sergeant pepper beef sandwich auju sauce excellent sandwich well
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,hawaiian breeze mango magic pineapple delight smoothy tried far good
Went for lunch - service was slow.,0,went lunch service slow
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,much say place walked expected amazing quickly disappointed
I was mortified.,0,mortified
"Needless to say, we will never be back here again.",0,needless say never back
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,anyways food definitely not filling price pay expect
"The chips that came out were dripping with grease, and mostly not edible.",0,chip came dripping grease mostly not edible
I wasn't really impressed with Strip Steak.,0,not really impressed strip steak
Have been going since 2007 and every meal has been awesome!!,1,going since every meal awesome
Our server was very nice and attentive as were the other serving staff.,1,server nice attentive serving staff
The cashier was friendly and even brought the food out to me.,1,cashier friendly even brought food
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,work hospitality industry paradise valley refrained recommending cibo longer
The atmosphere here is fun.,1,atmosphere fun
Would not recommend to others.,0,would not recommend others
"Service is quick and even ""to go"" orders are just like we like it!",1,service quick even go order like like
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,mean really get famous fish chip terrible
"That said, our mouths and bellies were still quite pleased.",1,said mouth belly still quite pleased
Not my thing.,0,not thing
2 Thumbs Up!!,1,thumb
If you are reading this please don't go there.,0,reading please not go
"I loved the grilled pizza, reminded me of legit Italian pizza.",1,loved grilled pizza reminded legit italian pizza
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,pro large seating area nice bar area great simple drink menu best brick oven pizza homemade dough
They have a really nice atmosphere.,1,really nice atmosphere
Tonight I had the Elk Filet special...and it sucked.,0,tonight elk filet special sucked
"After one bite, I was hooked.",1,one bite hooked
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,ordered old classic new dish going time sorely disappointed everything
"Cute, quaint, simple, honest.",1,cute quaint simple honest
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,chicken deliciously seasoned perfect fry outside moist chicken inside
"The food was great as always, compliments to the chef.",1,food great always compliment chef
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,special thanks dylan recommendation order yummy tummy
Awesome selection of beer.,1,awesome selection beer
Great food and awesome service!,1,great food awesome service
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,one nice thing added gratuity bill since party larger not expect tip
A FLY was in my apple juice.. A FLY!!!!!!!!,0,fly apple juice fly
The Han Nan Chicken was also very tasty.,1,han nan chicken also tasty
"As for the service, I thought it was good.",1,service thought good
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,food barely lukewarm must sitting waiting server bring u
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,ryan bar definitely one edinburgh establishment not revisiting
Nicest Chinese restaurant I've been in a while.,1,nicest chinese restaurant
"Overall, I like there food and the service.",1,overall like food service
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,also serve indian naan bread hummus spicy pine nut sauce world
"Probably never coming back, and wouldn't recommend it.",0,probably never coming back would not recommend
"Friend's pasta -- also bad, he barely touched it.",0,friend pasta also bad barely touched
"Try them in the airport to experience some tasty food and speedy, friendly service.",1,try airport experience tasty food speedy friendly service
I love the decor with the Chinese calligraphy wall paper.,1,love decor chinese calligraphy wall paper
Never had anything to complain about here.,1,never anything complain
The restaurant is very clean and has a family restaurant feel to it.,1,restaurant clean family restaurant feel
It was way over fried.,0,way fried
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,not sure long stood long enough begin feel awkwardly place
"When I opened the sandwich, I was impressed, but not in a good way.",0,opened sandwich impressed not good way
Will not be back!,0,not back
There was a warm feeling with the service and I felt like their guest for a special treat.,1,warm feeling service felt like guest special treat
An extensive menu provides lots of options for breakfast.,1,extensive menu provides lot option breakfast
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,always order vegetarian menu dinner wide array option choose
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,watched price inflate portion get smaller management attitude grow rapidly
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,wonderful lil tapa ambience made feel warm fuzzy inside
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,got enjoy seafood salad fabulous vinegrette
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,wonton thin not thick chewy almost melt mouth
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,level spicy perfect spice not whelm soup
We were sat right on time and our server from the get go was FANTASTIC!,1,sat right time server get go fantastic
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,main thing not enjoy crowd older crowd around mid
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,side town definitely spot hit
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,wait minute get drink longer get arepas
This is a GREAT place to eat!,1,great place eat
The jalapeno bacon is soooo good.,1,jalapeno bacon soooo good
The service was poor and thats being nice.,0,service poor thats nice
"Food was good, service was good, Prices were good.",1,food good service good price good
The place was not clean and the food oh so stale!,0,place not clean food oh stale
"The chicken dishes are OK, the beef is like shoe leather.",0,chicken dish ok beef like shoe leather
But the service was beyond bad.,0,service beyond bad
"I'm so happy to be here!!!""",1,happy
Tasted like dirt.,0,tasted like dirt
One of the few places in Phoenix that I would definately go back to again .,1,one place phoenix would definately go back
The block was amazing.,1,block amazing
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,close house low key non fancy affordable price good food
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,hot sour egg flower soup absolutely star
My sashimi was poor quality being soggy and tasteless.,0,sashimi poor quality soggy tasteless
Great time - family dinner on a Sunday night.,1,great time family dinner sunday night
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,food not tasty not say real traditional hunan style
"What did bother me, was the slow service.",0,bother slow service
The flair bartenders are absolutely amazing!,1,flair bartender absolutely amazing
Their frozen margaritas are WAY too sugary for my taste.,0,frozen margarita way sugary taste
These were so good we ordered them twice.,1,good ordered twice
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,nutshell restaraunt smell like combination dirty fish market sewer
My girlfriend's veal was very bad.,0,girlfriend veal bad
"Unfortunately, it was not good.",0,unfortunately not good
I had a pretty satifying experience.,1,pretty satifying experience
Join the club and get awesome offers via email.,1,join club get awesome offer via email
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,perfect someone like beer ice cold case even colder
Bland and flavorless is a good way of describing the barely tepid meat.,0,bland flavorless good way describing barely tepid meat
"The chains, which I'm no fan of, beat this place easily.",0,chain no fan beat place easily
The nachos are a MUST HAVE!,1,nacho must
We will not be coming back.,0,not coming back
"I don't have very many words to say about this place, but it does everything pretty well.",1,not many word say place everything pretty well
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,staff super nice quick even crazy crowd downtown jury lawyer court staff
"Great atmosphere, friendly and fast service.",1,great atmosphere friendly fast service
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,received pita huge lot meat thumb
Once your food arrives it's meh.,0,food arrives meh
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,paying hot dog fry look like came kid meal wienerschnitzel not idea good meal
The classic Maine Lobster Roll was fantastic.,1,classic maine lobster roll fantastic
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,brother law work mall ate day guess sick night
